queueId,queueType,clipId,datasetSource,sourceDomain,jobId,requestId,uploadTraceId,inferenceAttemptId,modelVersion,predictedFlatLabel,predictedEventFamily,eventFamily,outcome,shotSubtype,proposalAccepted,familyGateOpen,shotHeadInvoked,acceptanceScore,calibratedAcceptanceProbability,energyScore,existingManualAuditLabel,existingSplitOtherBucket,confirmedHardNegativeBucket,candidateHardNegativeBuckets,manualHardNegativeBucket,manualAuditLabel,manualShotAttempt,manualOutcome,manualNotes,priorityScore,priorityReason
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:e4d3f501f1ca4f84b85a9d616915ec00:clip-1,hard_negative_bucket_assignment,e4d3f501f1ca4f84b85a9d616915ec00:clip-1,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,e4d3f501f1ca4f84b85a9d616915ec00,884f57e4-04ad-425c-9727-ce63eee1c19e,d8f156cea46f446fb34e37bc7dfddbe8,a43c545243b14ad9a46f244e44414b8f,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0764,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9615,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:fe3725699c294933a25eb76937a15b45:clip-1,hard_negative_bucket_assignment,fe3725699c294933a25eb76937a15b45:clip-1,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,fe3725699c294933a25eb76937a15b45,27e1da89-6d5c-42b4-9ec0-022528e2831f,2cd49be199eb442ab1134378680e7b71,859067e0469f4d18832c6a43ce379865,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0764,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9615,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:12e0f51797984456bfccc2b32096c29d:clip-2,hard_negative_bucket_assignment,12e0f51797984456bfccc2b32096c29d:clip-2,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,12e0f51797984456bfccc2b32096c29d,75de7e25-bd41-444d-8b0b-cbb96b52e38b,1523c1a69fb24b3183ee6b105e835ffe,9dcfc9cdf6ca4d32bc0ef865fa86abc1,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0138,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9521,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:39e0fb1199b84670bc8810d75724c4ff:clip-2,hard_negative_bucket_assignment,39e0fb1199b84670bc8810d75724c4ff:clip-2,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,39e0fb1199b84670bc8810d75724c4ff,03aaeb6f-adf0-45ac-8d58-8269b14a819f,466807ab086c4845bf1cdc105e765a9e,560775f39c634af1931aaaf2cb988180,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0138,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9521,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:6bda5282858b4b7d819e64f92c0cf096:clip-2,hard_negative_bucket_assignment,6bda5282858b4b7d819e64f92c0cf096:clip-2,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,6bda5282858b4b7d819e64f92c0cf096,11828ae6-7602-44ae-b0fd-4a6f00cff5b6,79aea1329e144c848c870cde4957d07a,50344269cdef44bdb01a4ca110872219,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0138,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9521,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_gate_unblock_smoke_18clip:2755a51b9b244708b7397207968e1c01:clip-3,hard_negative_bucket_assignment,2755a51b9b244708b7397207968e1c01:clip-3,phase4h_gate_unblock_smoke_18clip,staging_hoopcut_demo_mixed_unlabeled,2755a51b9b244708b7397207968e1c01,47f31761-fcdc-4d0a-b988-0a88328c43c4,c33e2546ba9249348bc72480a894e095,2b1abd2609d34c0eb795cb2921e5c2a8,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0125,0.9875,-2.1324,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9519,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_gate_unblock_smoke_18clip:5fcbbe8f6a8d4fe9a01e8f034e6bae17:clip-3,hard_negative_bucket_assignment,5fcbbe8f6a8d4fe9a01e8f034e6bae17:clip-3,phase4h_gate_unblock_smoke_18clip,staging_hoopcut_demo_mixed_unlabeled,5fcbbe8f6a8d4fe9a01e8f034e6bae17,7a6a6fc4-0275-4dad-b0d9-644ec44b8318,e87bfaa6186443118a34e9547d94a37d,3b043f4bfdc24f0195e572228fdeab94,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0125,0.9875,-2.1324,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9519,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:001375877f0940b5a74039c9e8178055:clip-3,hard_negative_bucket_assignment,001375877f0940b5a74039c9e8178055:clip-3,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,001375877f0940b5a74039c9e8178055,ea85de3d-b4b7-47f6-a410-989e25ade502,08b805fc7a7a41a481c04a7691f0c9ef,efb46354b49a4403b86333011bf300f3,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0125,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9519,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:004ad395ecdf4a108fc22511329787ce:clip-3,hard_negative_bucket_assignment,004ad395ecdf4a108fc22511329787ce:clip-3,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,004ad395ecdf4a108fc22511329787ce,34da2804-5160-48ae-bd61-bcfb1fb9ad1b,2c824880391143268a7a78b2db63fff9,b0e5fb0879cd44ab92ef18afb5f2552c,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0125,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9519,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:050c45b858db4beb81d0eaa2a05be6fa:clip-3,hard_negative_bucket_assignment,050c45b858db4beb81d0eaa2a05be6fa:clip-3,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,050c45b858db4beb81d0eaa2a05be6fa,e4326a68-74ca-4127-8c1c-10c7fd5ef883,5ca00eb1ddd041f4a2247282080049ff,961fc251e73149b4a410d207dcb35e5d,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0125,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9519,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:39e0fb1199b84670bc8810d75724c4ff:clip-3,hard_negative_bucket_assignment,39e0fb1199b84670bc8810d75724c4ff:clip-3,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,39e0fb1199b84670bc8810d75724c4ff,03aaeb6f-adf0-45ac-8d58-8269b14a819f,466807ab086c4845bf1cdc105e765a9e,560775f39c634af1931aaaf2cb988180,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0126,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9519,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:5a7517db362e4fff9927ca4a4cd61a20:clip-3,hard_negative_bucket_assignment,5a7517db362e4fff9927ca4a4cd61a20:clip-3,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,5a7517db362e4fff9927ca4a4cd61a20,3c658dcc-2035-4725-a0af-46e26c531fa4,c153e1028f6c4bc3a5453c39c75b72d7,913b06de06224cefaa4c0d59d6b738b2,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0125,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9519,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:5e50bbdeee384b87861484382dba5a68:clip-3,hard_negative_bucket_assignment,5e50bbdeee384b87861484382dba5a68:clip-3,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,5e50bbdeee384b87861484382dba5a68,440b5087-3be5-4846-a07e-67a9be01b927,27dbbdc9ebbc4da99243d79fe17b61e3,522205ddc72f4cc8a7674ee6582308d7,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0125,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9519,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:6bda5282858b4b7d819e64f92c0cf096:clip-3,hard_negative_bucket_assignment,6bda5282858b4b7d819e64f92c0cf096:clip-3,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,6bda5282858b4b7d819e64f92c0cf096,11828ae6-7602-44ae-b0fd-4a6f00cff5b6,79aea1329e144c848c870cde4957d07a,50344269cdef44bdb01a4ca110872219,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0126,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9519,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:e4d3f501f1ca4f84b85a9d616915ec00:clip-3,hard_negative_bucket_assignment,e4d3f501f1ca4f84b85a9d616915ec00:clip-3,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,e4d3f501f1ca4f84b85a9d616915ec00,884f57e4-04ad-425c-9727-ce63eee1c19e,d8f156cea46f446fb34e37bc7dfddbe8,a43c545243b14ad9a46f244e44414b8f,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0125,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9519,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:fe3725699c294933a25eb76937a15b45:clip-3,hard_negative_bucket_assignment,fe3725699c294933a25eb76937a15b45:clip-3,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,fe3725699c294933a25eb76937a15b45,27e1da89-6d5c-42b4-9ec0-022528e2831f,2cd49be199eb442ab1134378680e7b71,859067e0469f4d18832c6a43ce379865,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0125,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9519,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_gate_unblock_smoke_18clip:b84f24e2c6af4f1b9b58393aaacaa009:clip-3,hard_negative_bucket_assignment,b84f24e2c6af4f1b9b58393aaacaa009:clip-3,phase4h_gate_unblock_smoke_18clip,staging_hoopcut_demo_mixed_unlabeled,b84f24e2c6af4f1b9b58393aaacaa009,cc614c99-5a28-472f-9af3-8a59c7632eaa,51ff5248c8384079a055d0f1bb9500b2,9a7a0af3fd764ae3af50440087b048a0,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0122,0.9878,-2.1403,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9518,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:12e0f51797984456bfccc2b32096c29d:clip-3,hard_negative_bucket_assignment,12e0f51797984456bfccc2b32096c29d:clip-3,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,12e0f51797984456bfccc2b32096c29d,75de7e25-bd41-444d-8b0b-cbb96b52e38b,1523c1a69fb24b3183ee6b105e835ffe,9dcfc9cdf6ca4d32bc0ef865fa86abc1,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0123,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9518,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_gate_unblock_smoke_18clip:2755a51b9b244708b7397207968e1c01:clip-2,hard_negative_bucket_assignment,2755a51b9b244708b7397207968e1c01:clip-2,phase4h_gate_unblock_smoke_18clip,staging_hoopcut_demo_mixed_unlabeled,2755a51b9b244708b7397207968e1c01,47f31761-fcdc-4d0a-b988-0a88328c43c4,c33e2546ba9249348bc72480a894e095,2b1abd2609d34c0eb795cb2921e5c2a8,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0115,0.9885,-2.1608,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9517,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_gate_unblock_smoke_18clip:5fcbbe8f6a8d4fe9a01e8f034e6bae17:clip-2,hard_negative_bucket_assignment,5fcbbe8f6a8d4fe9a01e8f034e6bae17:clip-2,phase4h_gate_unblock_smoke_18clip,staging_hoopcut_demo_mixed_unlabeled,5fcbbe8f6a8d4fe9a01e8f034e6bae17,7a6a6fc4-0275-4dad-b0d9-644ec44b8318,e87bfaa6186443118a34e9547d94a37d,3b043f4bfdc24f0195e572228fdeab94,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0115,0.9885,-2.1608,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9517,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_gate_unblock_smoke_18clip:b84f24e2c6af4f1b9b58393aaacaa009:clip-2,hard_negative_bucket_assignment,b84f24e2c6af4f1b9b58393aaacaa009:clip-2,phase4h_gate_unblock_smoke_18clip,staging_hoopcut_demo_mixed_unlabeled,b84f24e2c6af4f1b9b58393aaacaa009,cc614c99-5a28-472f-9af3-8a59c7632eaa,51ff5248c8384079a055d0f1bb9500b2,9a7a0af3fd764ae3af50440087b048a0,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0115,0.9885,-2.162,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9517,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:001375877f0940b5a74039c9e8178055:clip-2,hard_negative_bucket_assignment,001375877f0940b5a74039c9e8178055:clip-2,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,001375877f0940b5a74039c9e8178055,ea85de3d-b4b7-47f6-a410-989e25ade502,08b805fc7a7a41a481c04a7691f0c9ef,efb46354b49a4403b86333011bf300f3,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0115,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9517,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
hard_negative_bucket_assignment:phase4h_staging_eval_63clip:004ad395ecdf4a108fc22511329787ce:clip-2,hard_negative_bucket_assignment,004ad395ecdf4a108fc22511329787ce:clip-2,phase4h_staging_eval_63clip,staging_hoopcut_demo_mixed_unlabeled,004ad395ecdf4a108fc22511329787ce,34da2804-5160-48ae-bd61-bcfb1fb9ad1b,2c824880391143268a7a78b2db63fff9,b0e5fb0879cd44ab92ef18afb5f2552c,temporal-event-detector-tridet-proposal-conditioned-shot-specialist-v2,Highlight,other,other,uncertain,,False,False,False,0.0115,,,ambiguous_clip,ambiguous_event,,dead_ball|replay_or_reaction|setup|true_negative_non_event,,,,,,0.9517,hard_negative_bucket_assignment|predicted_highlight|event_family_other|needs_human_bucket_assignment
